"target_condition_id","target_subspecialty","variant_index","variant_keywords","user_input"
"7","urogynecology & reconstructive pelvic medicine","6","[""urethral diverticulum urethra pouch"", ""rectocele back vagina rectal prolapse tissue weakness"", ""bladder cancer""]","For for two weeks, it's been bladder cancer, rectocele back vagina rectal prolapse tissue weakness, and bladder cancer. Any guidance?"
"7","urogynecology & reconstructive pelvic medicine","7","[""rectocele back vagina rectal prolapse tissue weakness"", ""post-op post operative follow-up surgery"", ""cystoscopy office procedure""]","bladder cancer, post-op post operative follow-up surgery, and cystoscopy office procedure recently. Should I be concerned?"
"7","urogynecology & reconstructive pelvic medicine","8","[""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""rectocele back vagina rectal prolapse tissue weakness"", ""bladder cancer""]","Recently it's been an ache in my lower abdomen, rectocele back vagina rectal prolapse tissue weakness, and bladder cancer."
"7","urogynecology & reconstructive pelvic medicine","9","[""rectovaginal fistula abnormal connection rectum vagina"", ""bladder cancer"", ""pelvic floor disorder born female"", ""uterine prolapse uterus descended"", ""botox bladder treatment""]","I've been dealing with bladder cancer, bladder cancer, pelvic floor disorder born female, uterine prolapse uterus descended, and botox bladder treatment for two weeks, with nausea."
"7","urogynecology & reconstructive pelvic medicine","10","[""fecal incontinence bowel control"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""bladder cancer""]","It's mostly urine leakage, difficulty urinating urinary retention unable to urinate foley catheter, and bladder cancer for several months, after intercourse."
"8","urogynecology & reconstructive pelvic medicine","1","[""urodynamics UDS bladder function test"", ""interstitial cystitis chronic bladder condition painful bladder syndrome"", ""bladder incontinence bladder leakage"", ""pelvic floor disorder born female""]","Having bladder incontinence bladder leakage, interstitial cystitis chronic bladder condition painful bladder syndrome, leaking urine, and pelvic floor disorder born female on and off. What could this be?"
"8","urogynecology & reconstructive pelvic medicine","2","[""bladder incontinence bladder leakage"", ""pessary care pessary changing"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""PTNS posterior tibial neurostimulation uroplasty overactive bladder""]","bladder incontinence bladder leakage, pessary care pessary changing, difficulty urinating urinary retention unable to urinate foley catheter, and urgent and frequent urination on and off. Should I be concerned?"
"8","urogynecology & reconstructive pelvic medicine","3","[""bladder prolapse"", ""fecal incontinence bowel control"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""labia hypertrophy enlarged labia""]","Persistent bladder incontinence bladder leakage, urine leakage, difficulty urinating urinary retention unable to urinate foley catheter, and labia hypertrophy enlarged labia for several months."
"8","urogynecology & reconstructive pelvic medicine","4","[""urinary incontinence bladder control urine leakage"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""hysterectomy transgender gender affirming surgery born female"", ""bladder incontinence bladder leakage""]","Lately I've noticed bladder incontinence bladder leakage, difficulty urinating urinary retention unable to urinate foley catheter, hysterectomy transgender gender affirming surgery born female, and leaking urine for a few days."
"8","urogynecology & reconstructive pelvic medicine","5","[""bladder cancer"", ""pelvic organ prolapse POP"", ""cystoscopy office procedure"", ""rectocele back vagina rectal prolapse tissue weakness"", ""bladder incontinence bladder leakage""]","It's mostly bladder cancer, pelvic organ prolapse POP, cystoscopy office procedure, rectocele back vagina rectal prolapse tissue weakness, and bladder incontinence bladder leakage for two weeks, worse in the morning."
"8","urogynecology & reconstructive pelvic medicine","6","[""urodynamics UDS bladder function test"", ""botox bladder treatment"", ""bladder incontinence bladder leakage"", ""bladder cancer"", ""urinary leakage urine leakage""]","For for several months, it's been urodynamics UDS bladder function test, botox bladder treatment, bladder incontinence bladder leakage, bladder cancer, and urinary leakage urine leakage. Any guidance?"
"8","urogynecology & reconstructive pelvic medicine","7","[""PTNS posterior tibial neurostimulation uroplasty overactive bladder"", ""blood in urine hematuria"", ""botox bladder treatment"", ""bladder incontinence bladder leakage""]","For on and off, it's been bladder incontinence bladder leakage, blood in my urine, botox bladder treatment, and urine leakage. Any guidance?"
"8","urogynecology & reconstructive pelvic medicine","8","[""chronic UTI recurrent UTI frequent UTI 3 or more infections"", ""prolapse bladder uterine vaginal rectal"", ""urinary leakage urine leakage"", ""bladder incontinence bladder leakage""]","It's mostly chronic UTI recurrent UTI frequent UTI 3 or more infections, prolapse bladder uterine vaginal rectal, urinary leakage urine leakage, and bladder incontinence bladder leakage for a few days, with low back ache."
"8","urogynecology & reconstructive pelvic medicine","9","[""blood in urine hematuria"", ""bladder prolapse"", ""rectocele back vagina rectal prolapse tissue weakness""]","Recently it's been bladder incontinence bladder leakage, bladder prolapse, and rectocele back vagina rectal prolapse tissue weakness."
"8","urogynecology & reconstructive pelvic medicine","10","[""interstitial cystitis chronic bladder condition painful bladder syndrome"", ""labia hypertrophy enlarged labia"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""post-op post operative follow-up surgery"", ""bladder incontinence bladder leakage"", ""prolapse bladder uterine vaginal rectal""]","Lately I've noticed bladder incontinence bladder leakage, labia hypertrophy enlarged labia, difficulty urinating urinary retention unable to urinate foley catheter, post-op post operative follow-up surgery, urine leakage, and prolapse bladder uterine vaginal rectal over the past month."
"9","urogynecology & reconstructive pelvic medicine","1","[""fecal incontinence bowel control"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""cystoscopy office procedure""]","It's mostly bladder pain interstitial cystitis chronic bladder pressure pelvic pain, pelvic discomfort, and cystoscopy office procedure over the past month, after intercourse."
"9","urogynecology & reconstructive pelvic medicine","2","[""uterine prolapse uterus descended"", ""urinary incontinence bladder control urine leakage"", ""pessary fitting new pessary"", ""urinary leakage urine leakage"", ""urethral diverticulum urethra pouch""]","Persistent bladder pain interstitial cystitis chronic bladder pressure pelvic pain, urine leakage, pessary fitting new pessary, urinary leakage urine leakage, and urethral diverticulum urethra pouch for a few days."
"9","urogynecology & reconstructive pelvic medicine","3","[""bowel leakage fecal incontinence"", ""botox bladder treatment"", ""pessary fitting new pessary"", ""rectocele back vagina rectal prolapse tissue weakness"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""urodynamics UDS bladder function test""]","Symptoms include urine leakage, botox bladder treatment, pessary fitting new pessary, rectocele back vagina rectal prolapse tissue weakness, bladder pain interstitial cystitis chronic bladder pressure pelvic pain, and urodynamics UDS bladder function test over the past month."
"9","urogynecology & reconstructive pelvic medicine","4","[""urodynamics UDS bladder function test"", ""pessary fitting new pessary"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""rectovaginal fistula abnormal connection rectum vagina""]","It's mostly bladder pain interstitial cystitis chronic bladder pressure pelvic pain, pessary fitting new pessary, pelvic discomfort, and rectovaginal fistula abnormal connection rectum vagina over the past month, with a low-grade fever."
"9","urogynecology & reconstructive pelvic medicine","5","[""fecal incontinence bowel control"", ""vaginal prolapse vaginal wall descent"", ""blood in urine hematuria"", ""rectovaginal fistula abnormal connection rectum vagina"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain""]","Having bladder pain interstitial cystitis chronic bladder pressure pelvic pain, vaginal prolapse vaginal wall descent, pink or red urine, rectovaginal fistula abnormal connection rectum vagina, and cramping in my pelvis on and off. What could this be?"
"9","urogynecology & reconstructive pelvic medicine","6","[""hysterectomy transgender gender affirming surgery born female"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""stress incontinence urine leakage coughing sneezing""]","For for two weeks, it's been bladder pain interstitial cystitis chronic bladder pressure pelvic pain, pelvic discomfort, and urine leakage. Any guidance?"
"9","urogynecology & reconstructive pelvic medicine","7","[""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""pessary fitting new pessary"", ""PTNS posterior tibial neurostimulation uroplasty overactive bladder"", ""post-op post operative follow-up surgery""]","bladder pain interstitial cystitis chronic bladder pressure pelvic pain, pessary fitting new pessary, OAB-like symptoms, and post-op post operative follow-up surgery on and off. Should I be concerned?"
"9","urogynecology & reconstructive pelvic medicine","8","[""urinary incontinence bladder control urine leakage"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""PTNS posterior tibial neurostimulation uroplasty overactive bladder"", ""pelvic floor disorder born female""]","Lately I've noticed leaking urine, bladder pain interstitial cystitis chronic bladder pressure pelvic pain, OAB-like symptoms, and pelvic floor disorder born female on and off."
